f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,target
120.0,3.0,180.484375,0.0,0.0,2.291234571006426,180.484375,178.484375,178.484375,2.291234571006426,2.291234571006426,2.291234571006426,0
120.0,3.0,175.015625,0.0,0.0,2.9288019494965853,175.015625,173.015625,173.015625,2.9288019494965853,2.9288019494965853,2.9288019494965853,1
120.0,3.0,176.46875,0.0,0.0,3.2975784202199043,176.46875,174.46875,174.46875,3.2975784202199043,3.2975784202199043,3.2975784202199043,1
120.0,3.0,167.875,0.0,0.0,7.083210783253595,167.875,165.875,165.875,7.083210783253595,7.083210783253595,7.083210783253595,1
120.0,3.0,172.421875,0.0,0.0,2.548312477773281,172.421875,170.421875,170.421875,2.548312477773281,2.548312477773281,2.548312477773281,1
120.0,3.0,166.015625,0.0,0.0,4.192598342242553,166.015625,164.015625,164.015625,4.192598342242553,4.192598342242553,4.192598342242553,0
120.0,3.0,172.546875,0.0,0.0,2.7778683795988246,172.546875,170.546875,170.546875,2.7778683795988246,2.7778683795988246,2.7778683795988246,0
120.0,3.0,170.3125,0.0,0.0,1.87812240016459,170.3125,168.3125,168.3125,1.87812240016459,1.87812240016459,1.87812240016459,0
120.0,3.0,173.453125,0.0,0.0,1.9758675902941978,173.453125,171.453125,171.453125,1.9758675902941978,1.9758675902941978,1.9758675902941978,1
120.0,3.0,170.546875,0.0,0.0,2.5916312882767487,170.546875,168.546875,168.546875,2.5916312882767487,2.5916312882767487,2.5916312882767487,0
122.25,4.5,174.15625,2.9047375096555625,1.9364916731037085,2.063210105030508,174.15625,171.03125,171.40625,2.063210105030508,2.4042199228647947,2.191736968137372,1
75.0,1.875,173.75,58.09475019311125,1.4523687548277813,3.513367330638799,173.75,172.5,172.5,3.513367330638799,3.7291084725440746,3.7291084725440746,0
126.0,7.09375,174.296875,0.0,0.2914805954090255,3.403489420341277,174.296875,169.296875,170.296875,3.403489420341277,3.403489420341277,3.403489420341277,0
0.0,0.0,176.5,0.0,0.0,2.5617376914898995,176.5,176.5,176.5,2.5617376914898995,2.5617376914898995,2.5617376914898995,1
126.0,7.0,177.5625,0.0,0.0,3.316035848720577,177.5625,172.5625,173.5625,3.316035848720577,3.316035848720577,3.316035848720577,1
47.25,2.625,182.3125,60.999487702766814,3.3888604279314896,3.736956482219187,182.3125,180.4375,180.8125,3.736956482219187,1.4986973510352248,1.911110606427582,0
126.0,7.03125,181.640625,0.0,0.17399263633843817,5.362972553479553,181.640625,176.640625,177.640625,5.362972553479553,5.362972553479553,5.362972553479553,0
121.5,4.0,185.125,2.598076211353316,1.7320508075688772,1.4523687548277813,185.125,182.375,182.625,1.4523687548277813,0.9921567416492215,0.9921567416492215,0
121.875,7.375,184.71875,5.3253521010351985,0.4841229182759271,2.9233368669210873,184.71875,179.71875,179.96875,2.9233368669210873,2.9233368669210873,2.8829712862774057,0
41.25,1.5,183.125,53.25352101035198,1.9364916731037085,1.8498310733685928,183.125,182.375,182.0,1.8498310733685928,1.243734296383275,1.14564392373896,1
114.25,7.25,184.59375,0.4330127018922193,0.4330127018922193,2.765404299103478,184.59375,180.34375,179.34375,2.765404299103478,2.5508500421428146,2.5508500421428146,0
110.0,4.0,185.046875,0.0,0.0,1.3627830841241757,185.046875,183.046875,182.046875,1.3627830841241757,1.3627830841241757,1.3627830841241757,1
116.0,5.125,186.03125,7.745966692414834,1.4523687548277813,3.588038940354466,186.03125,182.90625,182.65625,3.588038940354466,2.881616028810917,3.298762788910412,0
110.0,4.0,186.453125,0.0,0.0,1.0297100244122128,186.453125,184.453125,183.453125,1.0297100244122128,1.0297100244122128,1.0297100244122128,1
126.0,7.0,179.015625,0.0,0.0,1.096759253152213,179.015625,174.015625,175.015625,1.096759253152213,1.096759253152213,1.096759253152213,1
126.0,7.0,182.5625,0.0,0.0,2.060605190229317,182.5625,177.5625,178.5625,2.060605190229317,2.060605190229317,2.060605190229317,1
125.0,8.484375,181.015625,0.0,0.49975579974123363,1.4630040530958894,181.015625,175.015625,176.015625,1.4630040530958894,1.4630040530958894,1.4630040530958894,1
125.8125,7.1875,182.15625,0.3903123748998999,0.3903123748998999,1.5931371370663607,182.15625,176.96875,177.96875,1.5931371370663607,1.380316426584861,1.380316426584861,0
125.0625,6.375,180.765625,2.178553132241672,1.4523687548277813,2.632383588950326,180.765625,176.234375,177.078125,2.632383588950326,2.596525247205388,2.5574932031923368,1
123.75,6.78125,183.0625,2.165063509461097,2.1899539806808725,1.4563975247163805,183.0625,178.0625,178.8125,1.4563975247163805,2.235194342780958,1.9273929931386593,1
125.25,7.75,182.546875,0.4330127018922193,0.4330127018922193,1.3338113563675338,182.546875,176.796875,177.796875,1.3338113563675338,1.0182657975081948,1.0182657975081948,0
122.25,4.5,177.984375,2.9047375096555625,1.9364916731037085,2.2043436345939806,177.984375,174.859375,175.234375,2.2043436345939806,2.269823695658982,2.1414232088438285,0
120.0,3.0,179.75,0.0,0.0,1.3919410907075054,179.75,177.75,177.75,1.3919410907075054,1.3919410907075054,1.3919410907075054,1
125.4375,7.5625,185.328125,0.49607837082461076,0.49607837082461076,1.8118937563706654,185.328125,179.765625,180.765625,1.8118937563706654,1.5884562818582701,1.5884562818582701,0
123.1875,5.125,179.75,2.994134891750871,1.996089927833914,1.8114220932736798,179.75,176.15625,176.6875,1.8114220932736798,1.7696993918459711,1.6381678027601445,1
120.0,3.0,180.21875,0.0,0.0,2.576751528087254,180.21875,178.21875,178.21875,2.576751528087254,2.576751528087254,2.576751528087254,0
126.0,7.0,184.203125,0.0,0.0,2.7904955177127593,184.203125,179.203125,180.203125,2.7904955177127593,2.7904955177127593,2.7904955177127593,0
126.0,7.0,182.5625,0.0,0.0,3.896613112691585,182.5625,177.5625,178.5625,3.896613112691585,3.896613112691585,3.896613112691585,0
120.0,3.0,177.328125,0.0,0.0,3.8204003696438678,177.328125,175.328125,175.328125,3.8204003696438678,3.8204003696438678,3.8204003696438678,1
124.5,6.0,181.75,2.598076211353316,1.7320508075688772,1.3693063937629153,181.75,177.5,178.25,1.3693063937629153,1.5612494995995996,1.3693063937629153,1
124.5,6.0,180.25,2.598076211353316,1.7320508075688772,3.8119876704942266,180.25,176.0,176.75,3.8119876704942266,3.9804208320226646,3.877015604817706,1
120.0,3.0,173.25,0.0,0.0,0.6614378277661477,173.25,171.25,171.25,0.6614378277661477,0.6614378277661477,0.6614378277661477,0
120.0,3.0,182.96875,0.0,0.0,1.5508943992096949,182.96875,180.96875,180.96875,1.5508943992096949,1.5508943992096949,1.5508943992096949,0
120.0,3.0,179.5,0.0,0.0,2.9047375096555625,179.5,177.5,177.5,2.9047375096555625,2.9047375096555625,2.9047375096555625,1
120.0,3.0,173.734375,0.0,0.0,2.470084686680803,173.734375,171.734375,171.734375,2.470084686680803,2.470084686680803,2.470084686680803,0
120.0,3.0,184.796875,0.0,0.0,2.6703211856207485,184.796875,182.796875,182.796875,2.6703211856207485,2.6703211856207485,2.6703211856207485,0
120.0,3.0,177.5,0.0,0.0,2.1065374432940898,177.5,175.5,175.5,2.1065374432940898,2.1065374432940898,2.1065374432940898,0
120.0,3.0,172.4375,0.0,0.0,3.4815361193013636,172.4375,170.4375,170.4375,3.4815361193013636,3.4815361193013636,3.4815361193013636,0
120.0,3.0,182.75,0.0,0.0,2.9261749776799064,182.75,180.75,180.75,2.9261749776799064,2.9261749776799064,2.9261749776799064,0
120.0,3.0,171.671875,0.0,0.0,6.495322084729517,171.671875,169.671875,169.671875,6.495322084729517,6.495322084729517,6.495322084729517,0
120.0,3.0,170.15625,0.0,0.0,5.394495892805925,170.15625,168.15625,168.15625,5.394495892805925,5.394495892805925,5.394495892805925,0
120.0,3.0,179.203125,0.0,0.0,4.786634019263954,179.203125,177.203125,177.203125,4.786634019263954,4.786634019263954,4.786634019263954,1
120.0,3.0,168.40625,0.0,0.0,7.046095439142164,168.40625,166.40625,166.40625,7.046095439142164,7.046095439142164,7.046095439142164,1
90.0,2.25,169.171875,51.96152422706632,1.299038105676658,2.4209675719379224,169.171875,167.671875,167.671875,2.4209675719379224,2.092058551851501,2.092058551851501,1
120.0,3.0,173.65625,0.0,0.0,5.685009757027687,173.65625,171.65625,171.65625,5.685009757027687,5.685009757027687,5.685009757027687,1
120.0,3.0,171.71875,0.0,0.0,3.2329782612167377,171.71875,169.71875,169.71875,3.2329782612167377,3.2329782612167377,3.2329782612167377,0
0.0,0.0,168.03125,0.0,0.0,3.0257682392245444,168.03125,168.03125,168.03125,3.0257682392245444,3.0257682392245444,3.0257682392245444,1
120.0,3.0,172.03125,0.0,0.0,6.901016116304903,172.03125,170.03125,170.03125,6.901016116304903,6.901016116304903,6.901016116304903,1
120.0,3.0,171.015625,0.0,0.0,2.8912161557681917,171.015625,169.015625,169.015625,2.8912161557681917,2.8912161557681917,2.8912161557681917,1
7.5,0.75,171.796875,12.99038105676658,1.299038105676658,4.330775361800125,171.296875,171.796875,171.796875,4.129466095559449,4.330775361800125,4.330775361800125,1
123.75,5.53125,176.984375,2.9047375096555625,1.968253905749967,5.121926479302002,176.984375,173.109375,173.734375,5.121926479302002,4.730609063257606,4.8161258662305535,0
123.75,5.53125,172.15625,2.9047375096555625,1.968253905749967,2.3333100817293873,172.15625,168.28125,168.90625,2.3333100817293873,2.18280746688754,2.1266078476061354,1
30.0,3.0,177.90625,0.0,0.0,2.205948987964137,175.90625,177.90625,177.90625,2.205948987964137,2.205948987964137,2.205948987964137,0
124.71875,7.96875,177.453125,1.5659337270459437,1.776308936390289,3.4682924810884965,177.453125,172.015625,172.921875,3.4682924810884965,3.822189275712939,3.7345711245570086,0
124.71875,7.96875,175.34375,1.5659337270459437,1.7497209598961774,4.213886085017012,175.34375,169.90625,170.8125,4.213886085017012,4.608818822377378,4.475192034985762,1
54.0,4.0,180.25,41.569219381653056,1.7320508075688772,1.713913650100261,178.75,179.0,179.25,2.537222891273055,0.8660254037844386,0.6614378277661477,1
123.375,6.25,178.625,2.6427968139832467,2.6339134382131846,2.011684617428885,178.625,174.375,175.0,2.011684617428885,2.8531780526283317,2.598076211353316,0
123.375,6.15625,180.65625,2.6427968139832467,2.5508500421428146,3.3223615001230677,180.65625,176.40625,177.03125,3.3223615001230677,4.425489909320775,4.1229871983187145,1
126.0,7.0,185.25,0.0,0.0,1.713913650100261,185.25,180.25,181.25,1.713913650100261,1.713913650100261,1.713913650100261,0
123.65625,6.03125,179.359375,2.676394204428787,2.2842446098218114,3.3743850712944723,179.359375,175.109375,175.765625,3.3743850712944723,3.46913708425813,3.32482230493225,0
100.03125,4.59375,184.328125,48.11476149205668,3.029638747029091,1.581679166068454,184.328125,181.015625,181.484375,1.581679166068454,1.8665826687760176,1.4999186175839674,0
123.0,7.0,187.75,5.196152422706632,0.0,0.6123724356957945,187.75,183.0,183.5,0.6123724356957945,0.4330127018922193,0.9682458365518543,1
121.96875,4.3125,182.15625,2.817183600246885,1.87812240016459,1.3136155973114814,182.15625,179.171875,179.5,1.3136155973114814,1.9808038732734243,1.6583123951777,1
80.625,2.015625,183.40625,56.343672004937694,1.4085918001234425,1.2082884330738253,183.40625,182.0625,182.0625,1.2082884330738253,0.7043392293490403,0.7043392293490403,1
114.0,7.0,187.015625,0.0,0.0,0.8568143669284497,187.015625,183.015625,182.015625,0.8568143669284497,0.8568143669284497,0.8568143669284497,0
56.625,2.453125,182.9375,58.46032308326734,2.8881746370977983,3.1268744378372473,182.9375,181.46875,181.21875,3.1268744378372473,2.1503542586048465,2.1394271283453428,1
121.59375,6.0625,184.6875,5.002245589482787,1.6944302139657448,2.1999644883497553,184.6875,180.640625,180.90625,2.1999644883497553,2.2732629872883163,2.596384204523668,1
117.0,7.0,188.234375,5.196152422706632,0.0,0.8430263100135131,188.234375,183.984375,183.484375,0.8430263100135131,1.0076610835866393,0.8837453588987045,1
126.0,7.0,183.25,0.0,0.0,1.741048534648015,183.25,178.25,179.25,1.741048534648015,1.741048534648015,1.741048534648015,0
124.5,6.0,182.15625,2.598076211353316,1.7320508075688772,1.4600807982779582,182.15625,177.90625,178.65625,1.4600807982779582,1.7385226307126405,1.53316207150451,1
120.0,3.0,179.890625,0.0,0.0,1.7510460043571099,179.890625,177.890625,177.890625,1.7510460043571099,1.7510460043571099,1.7510460043571099,0
120.0,3.0,179.5625,0.0,0.0,1.9595519258238603,179.5625,177.5625,177.5625,1.9595519258238603,1.9595519258238603,1.9595519258238603,1
120.0,3.0,181.0625,0.0,0.0,0.6584783595532961,181.0625,179.0625,179.0625,0.6584783595532961,0.6584783595532961,0.6584783595532961,1
125.15625,6.4375,182.5,2.085805824495655,1.3905372163304368,1.9525624189766635,182.5,177.921875,178.78125,1.9525624189766635,1.9064421009763186,1.8579958120243436,1
124.78125,6.75,180.71875,2.1025932648755443,1.7320508075688772,0.8744417862270764,180.71875,175.90625,176.75,0.8744417862270764,1.60778137117582,1.3228756555322954,1
122.25,4.5,181.03125,2.9047375096555625,1.9364916731037085,1.249609313945763,181.03125,177.90625,178.28125,1.249609313945763,1.221151480161245,1.0226917607470982,1
121.6875,4.125,180.390625,2.6976552318634046,1.79843682124227,0.8947273938887755,180.390625,177.546875,177.828125,0.8947273938887755,1.886876449154793,1.495354133432947,0
120.0,3.0,177.9375,0.0,0.0,2.3040385738958453,177.9375,175.9375,175.9375,2.3040385738958453,2.3040385738958453,2.3040385738958453,1
123.75,5.5,182.46875,2.9047375096555625,1.9364916731037085,1.9281528563627937,182.46875,178.59375,179.21875,1.9281528563627937,1.0565088440235604,1.230710541719701,0
125.25,7.75,181.875,0.4330127018922193,0.4330127018922193,1.8328597873268975,181.875,176.125,177.125,1.8328597873268975,1.5461646096066226,1.5461646096066226,0
126.0,7.0,182.578125,0.0,0.0,2.498778998706168,182.578125,177.578125,178.578125,2.498778998706168,2.498778998706168,2.498778998706168,0
124.5,6.0,179.0,2.598076211353316,1.7320508075688772,1.9921721813136535,179.0,174.75,175.5,1.9921721813136535,1.5103807466993215,1.571225636247067,0
120.0,3.0,173.8125,0.0,0.0,1.3331705629813464,173.8125,171.8125,171.8125,1.3331705629813464,1.3331705629813464,1.3331705629813464,1
124.59375,6.0625,182.09375,2.5416453209486174,1.6944302139657448,2.9459651962472333,182.09375,177.796875,178.5625,2.9459651962472333,2.195020554431097,2.3971011138456384,0
124.96875,7.09375,184.4375,1.6674151964942625,1.3999860490376324,1.5699820858850588,184.4375,179.25,180.15625,1.5699820858850588,1.0458250331675945,1.0784646204210873,0
123.75,5.5,180.578125,2.9047375096555625,1.9364916731037085,2.2136274493181998,180.578125,176.703125,177.328125,2.2136274493181998,2.118959705698766,2.039107398930964,1
122.8125,4.875,180.765625,2.994134891750871,1.996089927833914,3.7027953439766286,180.765625,177.359375,177.828125,3.7027953439766286,2.688907698188058,2.982001674106673,0
120.0,3.0,172.22916666666666,0.0,0.0,0.8225869592666515,172.22916666666666,170.22916666666666,170.22916666666666,0.8225869592666515,0.8225869592666515,0.8225869592666515,0
126.0,7.0,181.328125,0.0,0.0,1.5617967167256435,181.328125,176.328125,177.328125,1.5617967167256435,1.5617967167256435,1.5617967167256435,0
124.5,6.0,182.5,2.598076211353316,1.7320508075688772,1.9605483926697653,182.5,178.25,179.0,1.9605483926697653,1.0606601717798212,1.286953767623375,0
120.0,3.0,177.359375,0.0,0.0,1.7885677536439597,177.359375,175.359375,175.359375,1.7885677536439597,1.7885677536439597,1.7885677536439597,0
120.0,3.0,177.765625,0.0,0.0,1.7115616726764478,177.765625,175.765625,175.765625,1.7115616726764478,1.7115616726764478,1.7115616726764478,0
120.0,3.0,173.6875,0.0,0.0,1.2935134646896156,173.6875,171.6875,171.6875,1.2935134646896156,1.2935134646896156,1.2935134646896156,0
125.625,7.65625,179.25,0.4841229182759271,0.887742044458862,3.147419578003543,179.25,173.875,174.875,3.147419578003543,3.204001404494074,3.204001404494074,0
124.21875,6.28125,185.75,2.4715174362120127,1.9402701970344234,2.0615528128088303,185.75,181.21875,181.96875,2.0615528128088303,1.1655035124357198,1.357487914310842,0
120.0,3.0,179.671875,0.0,0.0,2.411267091048812,179.671875,177.671875,177.671875,2.411267091048812,2.411267091048812,2.411267091048812,0
120.0,3.0,180.9375,0.0,0.0,3.669447335771424,180.9375,178.9375,178.9375,3.669447335771424,3.669447335771424,3.669447335771424,0
120.0,3.0,173.25,0.0,0.0,2.2684429314693664,173.25,171.25,171.25,2.2684429314693664,2.2684429314693664,2.2684429314693664,1
125.75,7.4375,180.734375,0.4330127018922193,0.7880950133074057,1.9940708009935355,180.734375,175.484375,176.484375,1.9940708009935355,2.1359437865671933,2.1359437865671933,1
124.3125,6.1875,185.203125,2.517904634810461,1.87812240016459,1.6693906775752043,185.203125,180.765625,181.515625,1.6693906775752043,1.8434189321407655,1.6392851671917854,1
120.0,3.0,180.8125,0.0,0.0,4.201469237064577,180.8125,178.8125,178.8125,4.201469237064577,4.201469237064577,4.201469237064577,0
120.0,3.0,174.84375,0.0,0.0,2.9749934348667058,174.84375,172.84375,172.84375,2.9749934348667058,2.9749934348667058,2.9749934348667058,1
120.0,3.0,171.75,0.0,0.0,0.9013878188659973,171.75,169.75,169.75,0.9013878188659973,0.9013878188659973,0.9013878188659973,0
120.0,3.0,181.484375,0.0,0.0,1.3345433149115093,181.484375,179.484375,179.484375,1.3345433149115093,1.3345433149115093,1.3345433149115093,1
120.0,3.0,182.125,0.0,0.0,0.739509972887452,182.125,180.125,180.125,0.739509972887452,0.739509972887452,0.739509972887452,0
120.0,3.0,179.625,0.0,0.0,3.261997087674972,179.625,177.625,177.625,3.261997087674972,3.261997087674972,3.261997087674972,1
120.0,3.0,173.375,0.0,0.0,1.9162137145944864,173.375,171.375,171.375,1.9162137145944864,1.9162137145944864,1.9162137145944864,1
120.0,3.0,172.5625,0.0,0.0,1.7666617531378213,172.5625,170.5625,170.5625,1.7666617531378213,1.7666617531378213,1.7666617531378213,1
120.0,3.0,186.828125,0.0,0.0,1.6351097774690848,186.828125,184.828125,184.828125,1.6351097774690848,1.6351097774690848,1.6351097774690848,1
120.0,3.0,183.40625,0.0,0.0,2.0133829584805767,183.40625,181.40625,181.40625,2.0133829584805767,2.0133829584805767,2.0133829584805767,0
120.0,3.0,178.9375,0.0,0.0,2.536452985962878,178.9375,176.9375,176.9375,2.536452985962878,2.536452985962878,2.536452985962878,0
120.0,3.0,174.640625,0.0,0.0,3.854247606132097,174.640625,172.640625,172.640625,3.854247606132097,3.854247606132097,3.854247606132097,0
120.0,3.0,173.91666666666666,0.0,0.0,4.545296714431548,173.91666666666666,171.91666666666666,171.91666666666666,4.545296714431548,4.545296714431548,4.545296714431548,1
120.0,3.0,189.515625,0.0,0.0,1.4141272429930059,189.515625,187.515625,187.515625,1.4141272429930059,1.4141272429930059,1.4141272429930059,1
120.0,3.0,185.046875,0.0,0.0,2.225068029156637,185.046875,183.046875,183.046875,2.225068029156637,2.225068029156637,2.225068029156637,0
120.0,3.0,176.140625,0.0,0.0,4.4821423013303585,176.140625,174.140625,174.140625,4.4821423013303585,4.4821423013303585,4.4821423013303585,0
108.75,2.71875,171.3125,34.977671449083054,0.8744417862270764,4.275201018665672,171.3125,169.5,169.5,4.275201018665672,4.077376607575022,4.077376607575022,0
75.0,1.875,172.14583333333334,58.09475019311125,1.4523687548277813,2.091546311278386,172.14583333333334,170.89583333333334,170.89583333333334,2.091546311278386,1.8284736728272089,1.8284736728272089,0
120.0,3.0,188.71875,0.0,0.0,2.011441880219262,188.71875,186.71875,186.71875,2.011441880219262,2.011441880219262,2.011441880219262,1
120.0,3.0,183.53125,0.0,0.0,3.596737888351054,183.53125,181.53125,181.53125,3.596737888351054,3.596737888351054,3.596737888351054,0
120.0,3.0,171.875,0.0,0.0,5.996092477605728,171.875,169.875,169.875,5.996092477605728,5.996092477605728,5.996092477605728,0
90.0,2.25,171.4375,51.96152422706632,1.299038105676658,5.052459178459535,171.4375,169.9375,169.9375,5.052459178459535,5.294085733155443,5.294085733155443,1
0.0,0.0,172.6875,0.0,0.0,1.4017288432503627,172.6875,172.6875,172.6875,1.4017288432503627,1.4017288432503627,1.4017288432503627,1
120.0,3.0,186.828125,0.0,0.0,1.7370474905353048,186.828125,184.828125,184.828125,1.7370474905353048,1.7370474905353048,1.7370474905353048,1
120.5625,3.375,178.71875,1.7488835724541527,1.165922381636102,5.057385533801037,178.71875,176.4375,176.53125,5.057385533801037,5.4367815617330075,5.297312850634745,0
